userId,rating,timestamp,tmdbId,title,poster,date_published
U3367,4.0,1696985036,616747,Haunted Mansion,https://image.tmdb.org/t/p/w500/8Im6DknDVxRiGXc5t8rVOJyzuNx.jpg,2023-07-26
U3367,3.0,1696990531,1140066,Paradise,https://image.tmdb.org/t/p/w500/yGz88hNPcHUJkUx7MPm0Ue6GZt7.jpg,2023-06-24
U3367,0.5,1696725919,986210,Space Wars: Quest for the Deepstar,https://image.tmdb.org/t/p/w500/r4BLXXsaavI3tgSNDd4upxsxc5O.jpg,2023-04-21
U3393,3.0,1696089536,346698,Barbie,https://image.tmdb.org/t/p/w500/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,2023-07-19
U3393,3.0,1694270485,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,https://image.tmdb.org/t/p/w500/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,2023-07-31
U3408,4.5,1693783870,814776,Bottoms,https://image.tmdb.org/t/p/w500/jeyTQrNEpyE1LZIgVlswYh3sc34.jpg,2023-08-25
U3408,3.5,1694468210,829051,About My Father,https://image.tmdb.org/t/p/w500/hQUT2B0QVV17pYMHyLzdNGVdrBF.jpg,2023-05-25
U3408,3.5,1694115250,864168,Joy Ride,https://image.tmdb.org/t/p/w500/lTZ3r9NBdbrR6NA90v3hFYqd6TC.jpg,2023-06-22
U3408,3.5,1694911452,945729,A Haunting in Venice,https://image.tmdb.org/t/p/w500/l6iwxT0NbVw6QiF08YTIuTnXS82.jpg,2023-09-13
U3408,4.0,1695875306,792293,Dumb Money,https://image.tmdb.org/t/p/w500/e9u7luSxFKOZgPTB9XHFnPArGdP.jpg,2023-09-15
U3408,4.0,1695778716,353577,Love at First Sight,https://image.tmdb.org/t/p/w500/vCMGlarDrcmhclBmnYoH7JUCDuA.jpg,2023-09-15
U3408,4.0,1696477025,1059811,Flora and Son,https://image.tmdb.org/t/p/w500/pq2p8ovf8PZps2HafvJaLrZK8gS.jpg,2023-09-21
U3517,5.0,1694837419,346698,Barbie,https://image.tmdb.org/t/p/w500/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,2023-07-19
U3654,4.5,1694302415,447365,Guardians of the Galaxy Vol. 3,https://image.tmdb.org/t/p/w500/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,2023-05-03
U3654,4.5,1694302140,872585,Oppenheimer,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19
U3896,2.5,1695573122,447365,Guardians of the Galaxy Vol. 3,https://image.tmdb.org/t/p/w500/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,2023-05-03
U3896,2.0,1695123193,872585,Oppenheimer,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19
U3917,2.5,1695825690,840326,Sisu,https://image.tmdb.org/t/p/w500/ygO9lowFMXWymATCrhoQXd6gCEh.jpg,2022-09-09
U3917,2.0,1696774607,493529,Dungeons & Dragons: Honor Among Thieves,https://image.tmdb.org/t/p/w500/v7UF7ypAqjsFZFdjksjQ7IUpXdn.jpg,2023-03-23
U4066,4.0,1694634491,872585,Oppenheimer,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19
U4080,2.0,1694260635,335977,Indiana Jones and the Dial of Destiny,https://image.tmdb.org/t/p/w500/Af4bXE63pVsb2FtbW8uYIyPBadD.jpg,2023-06-25
U4080,4.0,1696186906,866463,Reptile,https://image.tmdb.org/t/p/w500/soIgqZBoTiTgMqUW0JtxsPWAilQ.jpg,2023-09-29
U4180,2.5,1695769145,881209,Happiness for Beginners,https://image.tmdb.org/t/p/w500/rK4jb2t3J98IXjY9O3nc8bX9yqt.jpg,2023-07-23
U4315,1.0,1693653821,575264,Mission: Impossible - Dead Reckoning Part One,https://image.tmdb.org/t/p/w500/NNxYkU70HPurnNCSiCjYAmacwm.jpg,2023-07-08
U4340,1.5,1693620766,884605,No Hard Feelings,https://image.tmdb.org/t/p/w500/gD72DhJ7NbfxvtxGiAzLaa0xaoj.jpg,2023-06-15
U4736,2.0,1693625548,976573,Elemental,https://image.tmdb.org/t/p/w500/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,2023-06-14
U4827,4.0,1696491132,868759,Ghosted,https://image.tmdb.org/t/p/w500/liLN69YgoovHVgmlHJ876PKi5Yi.jpg,2023-04-18
U4834,5.0,1693617638,536554,M3GAN,https://image.tmdb.org/t/p/w500/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,2022-12-28
U4834,5.0,1693617890,798286,Beau Is Afraid,https://image.tmdb.org/t/p/w500/wgVkkjigF31r1nZV80uV0xNIoun.jpg,2023-04-14
U5029,2.5,1695960909,667216,Infinity Pool,https://image.tmdb.org/t/p/w500/5DNRr2juXdwtvktwXxwuk9Usk8O.jpg,2023-01-27
U5029,2.5,1694146527,532408,The Boogeyman,https://image.tmdb.org/t/p/w500/pYwZdnXVnVxAr7dx4MEK7tTK9gI.jpg,2023-05-31
U5029,3.0,1693637945,709631,Cobweb,https://image.tmdb.org/t/p/w500/2bHCUqQp8CoSVvwPc6sW6TIBXbN.jpg,2023-07-19
U5029,0.5,1695503463,808396,God Is a Bullet,https://image.tmdb.org/t/p/w500/5kiLS9nsSJxDdlYUyYGiSUt8Fi8.jpg,2023-06-22
U5029,2.0,1696487783,616747,Haunted Mansion,https://image.tmdb.org/t/p/w500/8Im6DknDVxRiGXc5t8rVOJyzuNx.jpg,2023-07-26
U5029,3.0,1694336712,1058638,Birth/Rebirth,https://image.tmdb.org/t/p/w500/zlEhsNfOKhbnfs5NTJ6zOZtoLBb.jpg,2023-08-18
U5029,4.0,1695960936,820609,No One Will Save You,https://image.tmdb.org/t/p/w500/ehGIDAMaYy6Eg0o8ga0oqflDjqW.jpg,2023-09-22
U5029,3.5,1696049504,792293,Dumb Money,https://image.tmdb.org/t/p/w500/e9u7luSxFKOZgPTB9XHFnPArGdP.jpg,2023-09-15
U5029,3.0,1697098749,974931,Totally Killer,https://image.tmdb.org/t/p/w500/52YBwGJ3cJs54fpBzwnT1lnqgTo.jpg,2023-09-28
U5108,5.0,1696898644,575264,Mission: Impossible - Dead Reckoning Part One,https://image.tmdb.org/t/p/w500/NNxYkU70HPurnNCSiCjYAmacwm.jpg,2023-07-08
U5124,3.5,1693778107,536554,M3GAN,https://image.tmdb.org/t/p/w500/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,2022-12-28
U5124,2.5,1693778092,631842,Knock at the Cabin,https://image.tmdb.org/t/p/w500/dm06L9pxDOL9jNSK4Cb6y139rrG.jpg,2023-02-01
U5124,2.5,1693778090,880100,Fear,https://image.tmdb.org/t/p/w500/asCLy4s7HYP3zSRlLP4Qgme5L0A.jpg,2023-01-27
U5124,2.5,1693778088,737853,Snow Falls,https://image.tmdb.org/t/p/w500/wfZklSVDJPpHT0Arq4A8GY8Q9S9.jpg,2023-01-17
U5124,2.5,1693778104,844417,Marlowe,https://image.tmdb.org/t/p/w500/vjAMj81oYBryzGBhJk4gcK0M636.jpg,2023-02-15
U5124,4.0,1693778098,722149,Luther: The Fallen Sun,https://image.tmdb.org/t/p/w500/tvX2JltXjmpHLQ7BBijyVc9STv4.jpg,2023-02-24
U5124,3.5,1693778091,800787,A Good Person,https://image.tmdb.org/t/p/w500/x973yfVzKJtPJsW11CoJDVWbXMZ.jpg,2023-03-23
U5124,3.0,1693778087,605886,To Catch a Killer,https://image.tmdb.org/t/p/w500/mFp3l4lZg1NSEsyxKrdi0rNK8r1.jpg,2023-04-06
U5124,3.5,1693778091,913673,Nefarious,https://image.tmdb.org/t/p/w500/xwjWUAajQJPj5aik1tounPguZbz.jpg,2023-04-14
U5124,2.0,1693778093,1085103,Clock,https://image.tmdb.org/t/p/w500/m6Yt77C9u7Aume9dTJMCSRzWDED.jpg,2023-03-28
U5124,3.0,1693778091,758323,The Pope's Exorcist,https://image.tmdb.org/t/p/w500/gNPqcv1tAifbN7PRNgqpzY8sEJZ.jpg,2023-04-05
U5124,3.5,1693778104,502356,The Super Mario Bros. Movie,https://image.tmdb.org/t/p/w500/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,2023-04-05
U5124,3.0,1693778090,713704,Evil Dead Rise,https://image.tmdb.org/t/p/w500/5ik4ATKmNtmJU6AYD0bLm56BCVM.jpg,2023-04-12
U5124,2.5,1693778091,943788,From Black,https://image.tmdb.org/t/p/w500/9DG2g1Gl1ENAxFONIxxb5FMH99f.jpg,2023-03-15
U5124,3.5,1693778094,983282,The Artifice Girl,https://image.tmdb.org/t/p/w500/A3qrVjsBd4IZ3QWHMs2x1dwRxuX.jpg,2023-04-27
U5124,3.0,1693778098,532408,The Boogeyman,https://image.tmdb.org/t/p/w500/pYwZdnXVnVxAr7dx4MEK7tTK9gI.jpg,2023-05-31
U5124,3.0,1693778090,1020910,Influencer,https://image.tmdb.org/t/p/w500/mtXV301BF7pqwvRjsWhQo6sD10F.jpg,2023-05-18
U5124,4.0,1693778090,697843,Extraction 2,https://image.tmdb.org/t/p/w500/7gKI9hpEMcZUQpNgKrkDzJpbnNS.jpg,2023-06-09
U5124,3.5,1693778104,1131438,Fear the Invisible Man,https://image.tmdb.org/t/p/w500/jobwUwGIKRS1NwdEjYGlk6Rao5H.jpg,2023-06-16
U5124,2.0,1693778096,1147612,The Story of Nintendo,https://image.tmdb.org/t/p/w500/i9a6dEBMR4gDObkd6V5ZuK1ZInp.jpg,2023-05-01
U5124,2.5,1693778092,1006462,The Flood,https://image.tmdb.org/t/p/w500/mvjqqklMpHwOxc40rn7dMhGT0Fc.jpg,2023-07-14
U5124,2.5,1693778107,1088619,The Unheard,https://image.tmdb.org/t/p/w500/nRW7jHeSMAsuSQyLDYIc04T9F.jpg,2023-03-22
U5203,3.5,1694248612,726759,Tetris,https://image.tmdb.org/t/p/w500/4F2QwCOYHJJjecSvdOjStuVLkpu.jpg,2023-03-15
U5217,4.0,1694965644,1072444,Empire,https://image.tmdb.org/t/p/w500/jQAvVKlq91b4GB8NfFzrVm8f3WC.jpg,2023-04-20
U5246,4.0,1695433336,1134865,WHAM!,https://image.tmdb.org/t/p/w500/mQbva3zRZz2f6Vuov0RmevYsolj.jpg,2023-06-27
U5246,3.0,1694905018,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,https://image.tmdb.org/t/p/w500/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,2023-07-31
U5246,4.0,1696043036,1130730,The City,https://image.tmdb.org/t/p/w500/fLl09Z6os25KaXPt7qTDuRrhrIm.jpg,2023-07-05
U5246,3.0,1696970791,1172674,The Rat Catcher,https://image.tmdb.org/t/p/w500/29WJ7dOHt48AtXK1J1rONEEvIMN.jpg,2023-09-28
U5506,5.0,1696708087,569094,Spider-Man: Across the Spider-Verse,https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31
U5506,4.5,1696708005,872585,Oppenheimer,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19
U5843,2.5,1696967727,820609,No One Will Save You,https://image.tmdb.org/t/p/w500/ehGIDAMaYy6Eg0o8ga0oqflDjqW.jpg,2023-09-22
U6112,1.5,1696951716,934433,Scream VI,https://image.tmdb.org/t/p/w500/wDWwtvkRRlgTiUr6TyLSMX8FCuZ.jpg,2023-03-08
U6250,2.5,1695739936,864692,Pathaan,https://image.tmdb.org/t/p/w500/arf00BkwvXo0CFKbaD9OpqdE4Nu.jpg,2023-01-25
U6250,4.5,1695739934,603692,John Wick: Chapter 4,https://image.tmdb.org/t/p/w500/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,2023-03-22
U6250,4.0,1695739936,726759,Tetris,https://image.tmdb.org/t/p/w500/4F2QwCOYHJJjecSvdOjStuVLkpu.jpg,2023-03-15
U6250,3.5,1695739941,882569,Guy Ritchie's The Covenant,https://image.tmdb.org/t/p/w500/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg,2023-04-19
U6250,4.5,1695739943,569094,Spider-Man: Across the Spider-Verse,https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31
U6250,4.0,1695739937,872585,Oppenheimer,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19
U6250,4.0,1695739943,575264,Mission: Impossible - Dead Reckoning Part One,https://image.tmdb.org/t/p/w500/NNxYkU70HPurnNCSiCjYAmacwm.jpg,2023-07-08
U6250,3.0,1695739942,457332,Hidden Strike,https://image.tmdb.org/t/p/w500/zsbolOkw8RhTU4DKOrpf4M7KCmi.jpg,2023-07-06
U6250,3.5,1695739934,968051,The Nun II,https://image.tmdb.org/t/p/w500/5gzzkR7y3hnY8AD1wXjCnVlHba5.jpg,2023-09-06
U6324,4.0,1694621751,335977,Indiana Jones and the Dial of Destiny,https://image.tmdb.org/t/p/w500/Af4bXE63pVsb2FtbW8uYIyPBadD.jpg,2023-06-25
U6324,2.0,1695783472,747188,Asteroid City,https://image.tmdb.org/t/p/w500/hfo7pvL9Fys7rocfL4VOzw9qDEQ.jpg,2023-06-08
U6324,3.0,1694996791,346698,Barbie,https://image.tmdb.org/t/p/w500/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,2023-07-19
U6324,4.0,1696622848,670292,The Creator,https://image.tmdb.org/t/p/w500/3dSivDtOuyxLDxPH4v2tcNG1fP7.jpg,2023-09-27
U6346,2.0,1695143244,747188,Asteroid City,https://image.tmdb.org/t/p/w500/hfo7pvL9Fys7rocfL4VOzw9qDEQ.jpg,2023-06-08
U6346,4.5,1695143257,872585,Oppenheimer,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19
U6346,3.5,1695143226,346698,Barbie,https://image.tmdb.org/t/p/w500/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,2023-07-19
U6346,1.0,1695143340,614479,Insidious: The Red Door,https://image.tmdb.org/t/p/w500/d07phJqCx6z5wILDYqkyraorDPi.jpg,2023-07-05
U6541,2.0,1693649034,884605,No Hard Feelings,https://image.tmdb.org/t/p/w500/gD72DhJ7NbfxvtxGiAzLaa0xaoj.jpg,2023-06-15
U6541,3.0,1695805988,980489,Gran Turismo,https://image.tmdb.org/t/p/w500/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg,2023-08-09
U6541,2.0,1693715862,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,https://image.tmdb.org/t/p/w500/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,2023-07-31
U6541,2.0,1695366849,762430,Retribution,https://image.tmdb.org/t/p/w500/oUmmY7QWWn7OhKlcPOnirHJpP1F.jpg,2023-08-23
U6541,3.0,1696401874,926393,The Equalizer 3,https://image.tmdb.org/t/p/w500/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,2023-08-30
U6541,2.0,1696323857,1143190,Fear the Night,https://image.tmdb.org/t/p/w500/4XLZS2xvdv5rxizzTUVREtRyw95.jpg,2023-07-21
U6541,3.0,1696848223,910571,Fair Play,https://image.tmdb.org/t/p/w500/tGgojtD6vJKYeCfktAhhA1pmH0n.jpg,2023-09-28
U6541,2.0,1696841330,866463,Reptile,https://image.tmdb.org/t/p/w500/soIgqZBoTiTgMqUW0JtxsPWAilQ.jpg,2023-09-29
U6587,0.5,1694831850,536554,M3GAN,https://image.tmdb.org/t/p/w500/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,2022-12-28
U6654,3.5,1695599014,1093247,John Mulaney: Baby J,https://image.tmdb.org/t/p/w500/68IvnpczS3snky0W6K7SpxIGZLp.jpg,2023-04-25
U6654,4.0,1695343722,569094,Spider-Man: Across the Spider-Verse,https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31
U6654,3.0,1695343724,872585,Oppenheimer,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19
U6654,3.0,1695343741,575264,Mission: Impossible - Dead Reckoning Part One,https://image.tmdb.org/t/p/w500/NNxYkU70HPurnNCSiCjYAmacwm.jpg,2023-07-08
U6655,2.0,1696311216,888768,Weekend Rebels,https://image.tmdb.org/t/p/w500/3H7rdXsFmoAA5coTaLOR7OTHyu4.jpg,2023-09-28
U6748,4.0,1693632183,747188,Asteroid City,https://image.tmdb.org/t/p/w500/hfo7pvL9Fys7rocfL4VOzw9qDEQ.jpg,2023-06-08
U6748,1.5,1693632223,872585,Oppenheimer,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19
U6796,5.0,1695635777,569094,Spider-Man: Across the Spider-Verse,https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31
U6796,4.5,1695147462,872585,Oppenheimer,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19
U6934,3.5,1693846871,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,https://image.tmdb.org/t/p/w500/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,2023-07-31
U6974,3.5,1696731966,878361,Big George Foreman,https://image.tmdb.org/t/p/w500/fdVd6thTstt0MQ4dUC1IXiOXpxv.jpg,2023-04-27
U6974,1.5,1696732086,872585,Oppenheimer,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19
U6974,4.5,1696732072,346698,Barbie,https://image.tmdb.org/t/p/w500/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,2023-07-19
U7122,4.0,1697061460,666277,Past Lives,https://image.tmdb.org/t/p/w500/rzO71VFu7CpJMfF5TQNMj0d1lSV.jpg,2023-06-02
U7122,5.0,1697061544,603692,John Wick: Chapter 4,https://image.tmdb.org/t/p/w500/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,2023-03-22
U7122,3.0,1697061551,493529,Dungeons & Dragons: Honor Among Thieves,https://image.tmdb.org/t/p/w500/v7UF7ypAqjsFZFdjksjQ7IUpXdn.jpg,2023-03-23
U7122,4.0,1697061501,447365,Guardians of the Galaxy Vol. 3,https://image.tmdb.org/t/p/w500/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,2023-05-03
U7122,4.0,1697061083,569094,Spider-Man: Across the Spider-Verse,https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31
U7122,5.0,1697061456,872585,Oppenheimer,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19
U7122,4.0,1697061497,575264,Mission: Impossible - Dead Reckoning Part One,https://image.tmdb.org/t/p/w500/NNxYkU70HPurnNCSiCjYAmacwm.jpg,2023-07-08
U7122,2.0,1697061289,912908,Strays,https://image.tmdb.org/t/p/w500/muDaKftykz9Nj1mhRheMdbuNI9Z.jpg,2023-08-17
U7321,3.5,1694377894,493529,Dungeons & Dragons: Honor Among Thieves,https://image.tmdb.org/t/p/w500/v7UF7ypAqjsFZFdjksjQ7IUpXdn.jpg,2023-03-23
U7401,4.0,1695758017,898673,Passages,https://image.tmdb.org/t/p/w500/tDqvcUAINV5JSVC1DftsLhFaXsy.jpg,2023-06-28
U7401,4.0,1695758033,1048522,Fremont,https://image.tmdb.org/t/p/w500/wJZovPXB3SWL1BL1GyLrCRrk4z9.jpg,2023-08-25
U7472,1.0,1693744378,747188,Asteroid City,https://image.tmdb.org/t/p/w500/hfo7pvL9Fys7rocfL4VOzw9qDEQ.jpg,2023-06-08
